user_id,login_id,device_id  ,merchant_id,name,age,gender,account_created_date,location,avg_monthly_spend
USR08801,LOG08801,DEV08801,M00489,Yash Das,70,Male,30-10-2024,Surat,5473.33
USR08802,LOG08802,DEV08802,M00288,Aditya Choudhary,72,Male,25-01-2022,Chandigarh,8116.24
USR08803,LOG08803,DEV08803,M00027,Rakesh Desai,71,Male,14-11-2022,Vijayawada,9874.18
USR08804,LOG08804,DEV08804,M00029,Rahul Agarwal,29,Male,16-03-2023,Jaipur,2056.86
USR08805,LOG08805,DEV08805,M00256,Shalini Trivedi,39,Female,17-12-2025,Ahmedabad,5938.12
USR08806,LOG08806,DEV08806,M00148,Ajay Bose,40,Male,02-06-2024,Allahabad,5914.41
USR08807,LOG08807,DEV08807,M00188,Isha Iyer,26,Female,30-08-2022,Jaipur,9773.62
USR08808,LOG08808,DEV08808,M00434,Dhanlaxmi Bakode,81,Female,29-09-2024,Coimbatore,3911.43
USR08809,LOG08809,DEV08809,M00235,Simran Chopra,88,Female,09-11-2025,Navi Mumbai,7088.49
USR08810,LOG08810,DEV08810,M00376,Madhuri Ghosh,65,Female,19-10-2021,Patna,1612.35
USR08811,LOG08811,DEV08811,M00060,Ritu Vora,90,Female,07-06-2022,Vadodara,3463.82
USR08812,LOG08812,DEV08812,M00168,Sonam Malviya,71,Female,21-06-2025,Lucknow,6413.98
USR08813,LOG08813,DEV08813,M00055,Amit Khandelwal,26,Male,30-07-2021,Navi Mumbai,6093.39
USR08814,LOG08814,DEV08814,M00104,Nitin Bhattacharya,78,Male,14-10-2023,Ranchi,4710.83
USR08815,LOG08815,DEV08815,M00396,Radhika Shah,80,Female,06-08-2020,Aligarh,2732
USR08816,LOG08816,DEV08816,M00454,Akash Ghosh,62,Male,18-06-2020,Jodhpur,6862.35
USR08817,LOG08817,DEV08817,M00105,Shreya Chauhan,84,Female,16-10-2022,Dhanbad,1314.62
USR08818,LOG08818,DEV08818,M00361,Anand Roy,67,Male,24-04-2024,Tiruchirappalli,9341.38
USR08819,LOG08819,DEV08819,M00171,Shreya Khawshi,50,Female,24-07-2022,Ludhiana,1460.28
USR08820,LOG08820,DEV08820,M00151,Jaya Modi,24,Female,31-01-2025,Chandigarh,4440.53
USR08821,LOG08821,DEV08821,M00256,Akash Jain,64,Male,18-12-2025,Moradabad,9378.55
USR08822,LOG08822,DEV08822,M00226,Shreya Kapoor,25,Female,20-08-2020,Jabalpur,6674.92
USR08823,LOG08823,DEV08823,M00356,Deepak Vora,58,Male,19-08-2022,Gwalior,742.04
USR08824,LOG08824,DEV08824,M00436,Dhanlaxmi Sen,29,Female,13-09-2023,Bangalore,8670.69
USR08825,LOG08825,DEV08825,M00410,Aarav Nair,43,Male,05-02-2020,Agra,1219.38
USR08826,LOG08826,DEV08826,M00070,Arjun Iyer,22,Male,16-07-2023,Tiruchirappalli,6786.64
USR08827,LOG08827,DEV08827,M00120,Varun Mehta,48,Male,14-03-2023,Hyderabad,6078.77
USR08828,LOG08828,DEV08828,M00062,Vikas Dubey,80,Male,01-11-2020,Thane,2030.52
USR08829,LOG08829,DEV08829,M00431,Anand Chopra,27,Male,08-08-2025,Dhanbad,2822.86
USR08830,LOG08830,DEV08830,M00084,Akash Srivastava,75,Male,29-11-2022,Thane,5841.34
USR08831,LOG08831,DEV08831,M00047,Kiran Roy,44,Female,28-01-2020,Allahabad,6934.16
USR08832,LOG08832,DEV08832,M00488,Asha Purohit,73,Female,29-03-2023,Rajkot,3101.82
USR08833,LOG08833,DEV08833,M00193,Manish Modi,49,Male,30-04-2024,Hyderabad,5613.88
USR08834,LOG08834,DEV08834,M00415,Akash Nair,53,Male,06-09-2024,Vijayawada,5738.36
USR08835,LOG08835,DEV08835,M00083,Pallavi Modi,79,Female,26-10-2021,Jabalpur,9798.73
USR08836,LOG08836,DEV08836,M00104,Aarav Kapoor,75,Male,13-02-2025,Kalyan-Dombivli,9931.26
USR08837,LOG08837,DEV08837,M00028,Divya Gandhi,56,Female,05-09-2021,Raipur,6386.62
USR08838,LOG08838,DEV08838,M00452,Shreya Munjewar,53,Female,30-01-2020,Bareilly,7919.97
USR08839,LOG08839,DEV08839,M00025,Aarav Iyer,38,Male,23-02-2020,Surat,8310.9
USR08840,LOG08840,DEV08840,M00425,Riya Tiwari,60,Female,28-10-2022,Raipur,7444.58
USR08841,LOG08841,DEV08841,M00483,Radhika Choudhary,25,Female,14-02-2021,Salem,9014.31
USR08842,LOG08842,DEV08842,M00156,Varun Roy,38,Male,06-05-2021,Hubli-Dharwad,5837.13
USR08843,LOG08843,DEV08843,M00475,Yash Kapoor,45,Male,23-08-2020,Allahabad,9056.4
USR08844,LOG08844,DEV08844,M00092,Sanya Khawshi,53,Female,06-10-2024,Jalandhar,3114.97
USR08845,LOG08845,DEV08845,M00415,Asha Thakur,58,Female,10-11-2023,Thane,850.58
USR08846,LOG08846,DEV08846,M00353,Asha Ghosh,71,Female,21-09-2021,Delhi,6673.14
USR08847,LOG08847,DEV08847,M00200,Shreya Bakode,30,Female,01-02-2021,Ahmedabad,2366.34
USR08848,LOG08848,DEV08848,M00008,Kartik Chopra,58,Male,19-03-2025,Gurgaon,1543.03
USR08849,LOG08849,DEV08849,M00233,Meera Reddy,32,Female,08-01-2021,Allahabad,8771.79
USR08850,LOG08850,DEV08850,M00188,Kartik Dave,84,Male,17-07-2020,Madurai,8279.59
USR08851,LOG08851,DEV08851,M00129,Sanjay Dey,81,Male,21-05-2024,Agra,5420.22
USR08852,LOG08852,DEV08852,M00482,Tanvi Varma,80,Female,12-06-2023,Aligarh,6702.82
USR08853,LOG08853,DEV08853,M00209,Tanya Dubey,38,Female,26-09-2025,Solapur,2851.71
USR08854,LOG08854,DEV08854,M00272,Dhanlaxmi Dongare,87,Female,01-01-2025,Visakhapatnam,7152.96
USR08855,LOG08855,DEV08855,M00234,Anjali Choudhary,38,Female,28-06-2020,Raipur,1247.48
USR08856,LOG08856,DEV08856,M00098,Sakshi Kapoor,41,Female,21-01-2023,Bhubaneswar,9398.7
USR08857,LOG08857,DEV08857,M00362,Sonam Malviya,79,Female,05-02-2023,Indore,8997.58
USR08858,LOG08858,DEV08858,M00398,Jaya Bakode,89,Female,27-02-2022,Ghaziabad,2719.13
USR08859,LOG08859,DEV08859,M00420,Isha Mukherjee,30,Female,06-11-2023,Visakhapatnam,4380.87
USR08860,LOG08860,DEV08860,M00073,Rekha Gandhi,34,Female,06-05-2023,Nagpur,1583.73
USR08861,LOG08861,DEV08861,M00088,Deepak Gandhi,60,Male,10-04-2024,Gurgaon,635.2
USR08862,LOG08862,DEV08862,M00193,Sanya Das,74,Female,24-04-2022,Coimbatore,3080.29
USR08863,LOG08863,DEV08863,M00134,Neha Vora,90,Female,10-06-2021,Thane,5437.45
USR08864,LOG08864,DEV08864,M00090,Sakshi Iyer,87,Female,12-11-2025,Amritsar,9228.57
USR08865,LOG08865,DEV08865,M00022,Sakshi Verma,38,Female,24-03-2023,Aurangabad,9705.75
USR08866,LOG08866,DEV08866,M00277,Shreya Dubey,81,Female,03-02-2022,Hubli-Dharwad,9384.07
USR08867,LOG08867,DEV08867,M00223,Shalini Verma,22,Female,25-10-2022,Moradabad,4917.6
USR08868,LOG08868,DEV08868,M00208,Vikas Saxena,37,Male,01-11-2022,Faridabad,4129.68
USR08869,LOG08869,DEV08869,M00303,Deepak Munjewar,62,Male,15-02-2025,Madurai,3477.92
USR08870,LOG08870,DEV08870,M00014,Aditya Mehta,62,Male,03-02-2021,Kanpur,8067.44
USR08871,LOG08871,DEV08871,M00500,Anjali Naidu,30,Female,26-01-2022,Ahmedabad,1488.12
USR08872,LOG08872,DEV08872,M00025,Rahul Bose,64,Male,27-05-2022,Gurgaon,2662.63
USR08873,LOG08873,DEV08873,M00008,Neelam Ghosh,65,Female,21-04-2023,Bhopal,7982.92
USR08874,LOG08874,DEV08874,M00093,Kiran Mukherjee,60,Female,10-10-2021,Nagpur,4981.23
USR08875,LOG08875,DEV08875,M00210,Kiran Bhargava,49,Female,07-01-2025,Navi Mumbai,8658.39
USR08876,LOG08876,DEV08876,M00207,Harsh Munjewar,81,Male,26-10-2025,Vasai-Virar,1198.94
USR08877,LOG08877,DEV08877,M00466,Shalini Thakur,54,Female,29-03-2025,Hyderabad,4348.06
USR08878,LOG08878,DEV08878,M00077,Nitin Srivastava,52,Male,28-12-2025,Guwahati,6279.04
USR08879,LOG08879,DEV08879,M00300,Pallavi Mehta,20,Female,27-06-2022,Surat,1883.59
USR08880,LOG08880,DEV08880,M00030,Rohan Dongare,87,Male,04-02-2024,Hubli-Dharwad,8660.19
USR08881,LOG08881,DEV08881,M00209,Neha Dubey,43,Female,06-11-2021,Nagpur,6490.92
USR08882,LOG08882,DEV08882,M00460,Riya Purohit,29,Female,22-04-2023,Mysore,2922.46
USR08883,LOG08883,DEV08883,M00233,Divya Sen,64,Female,22-05-2021,Srinagar,2016.33
USR08884,LOG08884,DEV08884,M00485,Akash Tiwari,64,Male,29-01-2023,Ahmedabad,8605.73
USR08885,LOG08885,DEV08885,M00366,Nitin Dongare,51,Male,21-11-2020,Moradabad,1927.07
USR08886,LOG08886,DEV08886,M00282,Harsh Iyer,87,Male,26-12-2023,Howrah,9553.35
USR08887,LOG08887,DEV08887,M00146,Amit Jain,44,Male,14-04-2023,Dhanbad,3350.09
USR08888,LOG08888,DEV08888,M00128,Tanvi Bhattacharya,88,Female,15-02-2024,Gwalior,1305.2
USR08889,LOG08889,DEV08889,M00295,Raj Iyer,80,Male,22-10-2023,Patna,5409.58
USR08890,LOG08890,DEV08890,M00221,Shreya Dongare,36,Female,13-01-2022,Howrah,9099.46
USR08891,LOG08891,DEV08891,M00169,Varun Bhatt,41,Male,05-04-2025,Aurangabad,8035.17
USR08892,LOG08892,DEV08892,M00204,Nitin Malhotra,78,Male,30-03-2020,Ranchi,5243.3
USR08893,LOG08893,DEV08893,M00139,Pooja Joshi,36,Female,07-05-2024,Bhopal,660.01
USR08894,LOG08894,DEV08894,M00473,Tanvi Saxena,82,Female,16-02-2020,Nashik,7142.3
USR08895,LOG08895,DEV08895,M00041,Anjali Mukherjee,31,Female,08-06-2024,Ranchi,6153.71
USR08896,LOG08896,DEV08896,M00133,Sanya Jain,50,Female,20-02-2021,Bareilly,9793.1
USR08897,LOG08897,DEV08897,M00282,Anjali Desai,42,Female,24-02-2025,Mysore,2457.73
USR08898,LOG08898,DEV08898,M00372,Rakesh Dubey,40,Male,11-04-2021,Ahmedabad,2955.22
USR08899,LOG08899,DEV08899,M00448,Riya Agarwal,42,Female,22-03-2020,Indore,6754.17
USR08900,LOG08900,DEV08900,M00082,Yash Nair,39,Male,11-06-2023,Surat,4874.76
USR08901,LOG08901,DEV08901,M00092,Aditya Bhattacharya,29,Male,25-09-2020,Guwahati,6246.92
USR08902,LOG08902,DEV08902,M00162,Asha Kumar,20,Female,19-12-2022,Hyderabad,9196.62
USR08903,LOG08903,DEV08903,M00267,Madhuri Dubey,68,Female,25-09-2023,Pimpri-Chinchwad,6190.43
USR08904,LOG08904,DEV08904,M00371,Pallavi Chopra,61,Female,30-03-2024,Dhanbad,3803.32
USR08905,LOG08905,DEV08905,M00487,Asha Dubey,60,Female,20-01-2021,Nashik,2352.91
USR08906,LOG08906,DEV08906,M00472,Jaya Bhatt,37,Female,07-11-2023,Mysore,1991.8
USR08907,LOG08907,DEV08907,M00356,Radhika Trivedi,55,Female,28-06-2024,Lucknow,8523.95
USR08908,LOG08908,DEV08908,M00455,Kartik Khandelwal,27,Male,13-07-2023,Bhopal,7510.72
USR08909,LOG08909,DEV08909,M00119,Harsh Vora,65,Male,07-12-2025,Agra,3859.72
USR08910,LOG08910,DEV08910,M00030,Nitin Munjewar,86,Male,10-09-2023,Hyderabad,3430.77
USR08911,LOG08911,DEV08911,M00285,Sonam Malviya,81,Female,03-01-2020,Allahabad,6249.09
USR08912,LOG08912,DEV08912,M00197,Sanjay Agarwal,50,Male,03-11-2023,Nagpur,9964.69
USR08913,LOG08913,DEV08913,M00068,Ashwjeet Bhatt,54,Male,03-01-2023,Ahmedabad,9355.85
USR08914,LOG08914,DEV08914,M00216,Divya Joshi,63,Female,24-04-2025,Pune,680.72
USR08915,LOG08915,DEV08915,M00176,Aarav Roy,64,Male,28-07-2020,Madurai,4564.06
USR08916,LOG08916,DEV08916,M00239,Shalini Dey,56,Female,13-12-2022,Surat,1298.21
USR08917,LOG08917,DEV08917,M00152,Siddharth Mishra,43,Male,20-06-2023,Coimbatore,7968.55
USR08918,LOG08918,DEV08918,M00005,Kartik Bose,72,Male,26-11-2023,Jaipur,5775.99
USR08919,LOG08919,DEV08919,M00451,Shalini Kapoor,63,Female,14-08-2025,Allahabad,6668.75
USR08920,LOG08920,DEV08920,M00342,Neha Roy,55,Female,06-05-2021,Solapur,2859.67
USR08921,LOG08921,DEV08921,M00349,Asha Joshi,57,Female,08-01-2020,Ghaziabad,2973.25
USR08922,LOG08922,DEV08922,M00407,Asha Dongare,58,Female,18-03-2025,Kota,6241.98
USR08923,LOG08923,DEV08923,M00062,Rahul Varma,89,Male,09-12-2022,Navi Mumbai,4161.84
USR08924,LOG08924,DEV08924,M00387,Isha Rastogi,51,Female,22-03-2022,Bangalore,8912
USR08925,LOG08925,DEV08925,M00342,Deepak Munjewar,57,Male,17-03-2025,Aligarh,2882.34
USR08926,LOG08926,DEV08926,M00252,Shreya Chopra,72,Female,31-10-2023,Bangalore,4144.3
USR08927,LOG08927,DEV08927,M00475,Simran Desai,79,Female,16-09-2021,Madurai,4776.74
USR08928,LOG08928,DEV08928,M00237,Rahul Dave,80,Male,23-08-2021,Bhopal,3326.34
USR08929,LOG08929,DEV08929,M00227,Rekha Reddy,53,Female,03-05-2020,Meerut,9095.76
USR08930,LOG08930,DEV08930,M00207,Kunal Mukherjee,23,Female,04-12-2022,Chandigarh,7518.54
USR08931,LOG08931,DEV08931,M00221,Riya Varma,31,Female,24-05-2023,Varanasi,7548.26
USR08932,LOG08932,DEV08932,M00269,Meera Varma,32,Female,01-03-2025,Ghaziabad,3555.65
USR08933,LOG08933,DEV08933,M00422,Shreya Kapoor,43,Female,21-02-2020,Gurgaon,5461.29
USR08934,LOG08934,DEV08934,M00175,Rohan Vora,53,Male,06-10-2023,Jodhpur,1888.52
USR08935,LOG08935,DEV08935,M00109,Radhika Nair,79,Female,05-03-2023,Srinagar,782.7
USR08936,LOG08936,DEV08936,M00384,Tanya Iyer,51,Female,17-02-2025,Pimpri-Chinchwad,9037.85
USR08937,LOG08937,DEV08937,M00293,Radhika Shah,41,Female,27-01-2020,Lucknow,1688.56
USR08938,LOG08938,DEV08938,M00265,Sanya Jain,54,Female,20-11-2024,Hyderabad,7462
USR08939,LOG08939,DEV08939,M00222,Harsh Bhattacharya,63,Male,03-02-2023,Nashik,1685.56
USR08940,LOG08940,DEV08940,M00473,Pooja Gupta,73,Female,26-11-2024,Jabalpur,5824.7
USR08941,LOG08941,DEV08941,M00321,Tarun Mukherjee,77,Male,29-03-2023,Allahabad,4847.76
USR08942,LOG08942,DEV08942,M00053,Akash Gupta,59,Male,23-04-2022,Tiruchirappalli,527.37
USR08943,LOG08943,DEV08943,M00120,Aditya Tiwari,56,Male,05-09-2021,Mira-Bhayandar,7618.57
USR08944,LOG08944,DEV08944,M00347,Kunal Varma,69,Female,17-11-2024,Mumbai,8208.54
USR08945,LOG08945,DEV08945,M00234,Nitin Dongare,43,Male,03-04-2025,Tiruchirappalli,6192.61
USR08946,LOG08946,DEV08946,M00004,Tarun Bhargava,68,Male,03-01-2025,Navi Mumbai,6332.57
USR08947,LOG08947,DEV08947,M00156,Ajay Bhargava,57,Male,21-09-2024,Indore,8636.44
USR08948,LOG08948,DEV08948,M00080,Kartik Gupta,33,Male,12-11-2020,Kanpur,1263.38
USR08949,LOG08949,DEV08949,M00431,Sonam Malviya,45,Female,04-11-2023,Agra,4812.76
USR08950,LOG08950,DEV08950,M00009,Divya Reddy,68,Female,23-06-2022,Ghaziabad,5024.37
USR08951,LOG08951,DEV08951,M00129,Neha Trivedi,31,Female,27-11-2021,Mysore,1787.03
USR08952,LOG08952,DEV08952,M00205,Shalini Kumar,66,Female,14-11-2025,Gurgaon,3231.81
USR08953,LOG08953,DEV08953,M00204,Rohan Mishra,80,Male,08-11-2023,Nagpur,920.18
USR08954,LOG08954,DEV08954,M00210,Pallavi Reddy,58,Female,11-02-2024,Moradabad,8098.41
USR08955,LOG08955,DEV08955,M00374,Kiran Iyer,78,Female,12-11-2021,Pune,7364.5
USR08956,LOG08956,DEV08956,M00139,Anjali Shah,50,Female,27-06-2024,Guwahati,3950.29
USR08957,LOG08957,DEV08957,M00399,Aditya Khandelwal,50,Male,23-10-2022,Thane,7912.34
USR08958,LOG08958,DEV08958,M00338,Pooja Ghosh,38,Female,17-02-2020,Aurangabad,7251.41
USR08959,LOG08959,DEV08959,M00417,Aditya Trivedi,48,Male,13-05-2021,Lucknow,8963.02
USR08960,LOG08960,DEV08960,M00251,Ritu Verma,85,Female,16-05-2023,Vadodara,3782.39
USR08961,LOG08961,DEV08961,M00355,Simran Choudhary,44,Female,24-12-2020,Nashik,6649.75
USR08962,LOG08962,DEV08962,M00378,Anand Naidu,31,Male,04-07-2020,Kanpur,7936.52
USR08963,LOG08963,DEV08963,M00355,Ritu Iyer,86,Female,16-04-2022,Nashik,1367.8
USR08964,LOG08964,DEV08964,M00183,Ajay Iyer,40,Male,15-01-2021,Hubli-Dharwad,7556.15
USR08965,LOG08965,DEV08965,M00373,Isha Dey,37,Female,17-07-2022,Delhi,9897.11
USR08966,LOG08966,DEV08966,M00147,Pallavi Nair,75,Female,22-04-2021,Delhi,5439.91
USR08967,LOG08967,DEV08967,M00118,Arjun Bhatt,79,Male,28-10-2020,Hyderabad,6271.6
USR08968,LOG08968,DEV08968,M00125,Aarav Joshi,21,Male,24-01-2022,Mira-Bhayandar,1509.18
USR08969,LOG08969,DEV08969,M00463,Asha Dave,59,Female,08-11-2024,Surat,9176.49
USR08970,LOG08970,DEV08970,M00455,Divya Trivedi,55,Female,25-04-2020,Srinagar,9248.31
USR08971,LOG08971,DEV08971,M00198,Raj Shah,62,Male,19-03-2024,Solapur,9936.6
USR08972,LOG08972,DEV08972,M00430,Rekha Srivastava,42,Female,01-05-2025,Moradabad,3255.42
USR08973,LOG08973,DEV08973,M00362,Amit Vora,50,Male,05-01-2023,Guwahati,9388.53
USR08974,LOG08974,DEV08974,M00040,Rakesh Bhatt,55,Male,31-05-2020,Pune,5300.75
USR08975,LOG08975,DEV08975,M00422,Siddharth Das,54,Male,10-11-2025,Tiruchirappalli,7470.21
USR08976,LOG08976,DEV08976,M00154,Pooja Bakode,77,Female,11-08-2024,Jalandhar,6539.92
USR08977,LOG08977,DEV08977,M00027,Kunal Bhargava,85,Female,05-11-2020,Chennai,8691.87
USR08978,LOG08978,DEV08978,M00295,Anand Solanki,82,Male,08-08-2021,Srinagar,3538.26
USR08979,LOG08979,DEV08979,M00358,Kunal Desai,30,Female,22-08-2024,Bhubaneswar,6949.54
USR08980,LOG08980,DEV08980,M00261,Kartik Kumar,41,Male,07-11-2025,Nashik,7552.43
USR08981,LOG08981,DEV08981,M00323,Rahul Banerjee,40,Male,16-05-2021,Moradabad,9401.02
USR08982,LOG08982,DEV08982,M00280,Rekha Mehta,79,Female,13-10-2023,Mumbai,5036.75
USR08983,LOG08983,DEV08983,M00109,Pallavi Bhatt,90,Female,11-08-2021,Agra,691.1
USR08984,LOG08984,DEV08984,M00189,Sanjay Malhotra,70,Male,10-08-2021,Gwalior,5883.98
USR08985,LOG08985,DEV08985,M00264,Sanjay Purohit,37,Male,22-02-2022,Coimbatore,3942.79
USR08986,LOG08986,DEV08986,M00397,Vivek Chopra,27,Male,01-12-2025,Jalandhar,633.18
USR08987,LOG08987,DEV08987,M00128,Sanya Joshi,70,Female,20-02-2022,Delhi,3841.58
USR08988,LOG08988,DEV08988,M00085,Rahul Munjewar,24,Male,23-08-2020,Thane,5119.52
USR08989,LOG08989,DEV08989,M00032,Nitin Gandhi,44,Male,31-08-2022,Chennai,3930.4
USR08990,LOG08990,DEV08990,M00489,Tanya Bhargava,42,Female,16-02-2020,Kolkata,7283.66
USR08991,LOG08991,DEV08991,M00202,Isha Naidu,84,Female,14-03-2023,Nashik,3503.59
USR08992,LOG08992,DEV08992,M00294,Jaya Dave,69,Female,16-03-2021,Jaipur,6568.64
USR08993,LOG08993,DEV08993,M00378,Sonam Malviya,40,Female,16-08-2021,Bhopal,3475.22
USR08994,LOG08994,DEV08994,M00378,Pooja Reddy,76,Female,05-02-2020,Allahabad,1696
USR08995,LOG08995,DEV08995,M00355,Asha Nair,78,Female,21-05-2022,Mira-Bhayandar,1132.98
USR08996,LOG08996,DEV08996,M00189,Anjali Ghosh,89,Female,07-09-2024,Howrah,8684.38
USR08997,LOG08997,DEV08997,M00476,Shalini Gandhi,33,Female,03-06-2020,Kanpur,9503.99
USR08998,LOG08998,DEV08998,M00192,Yash Dey,27,Male,18-09-2025,Ghaziabad,9995.69
USR08999,LOG08999,DEV08999,M00273,Amit Varma,45,Male,19-08-2020,Srinagar,6101.52
USR09000,LOG09000,DEV09000,M00073,Anand Sen,42,Male,08-12-2025,Allahabad,1669.9
USR09001,LOG09001,DEV09001,M00188,Vivek Jain,34,Male,01-06-2025,Allahabad,6882.33
USR09002,LOG09002,DEV09002,M00399,Neha Thakur,41,Female,02-08-2025,Allahabad,2793.02
USR09003,LOG09003,DEV09003,M00070,Nisha Modi,21,Female,14-08-2020,Guwahati,9098.55
USR09004,LOG09004,DEV09004,M00072,Radhika Dey,29,Female,30-10-2021,Bangalore,1025.09
USR09005,LOG09005,DEV09005,M00245,Shreya Purohit,25,Female,05-06-2025,Solapur,7216.69
USR09006,LOG09006,DEV09006,M00136,Riya Mukherjee,83,Female,25-03-2025,Meerut,9476.94
USR09007,LOG09007,DEV09007,M00019,Aarav Desai,87,Male,13-10-2022,Bhubaneswar,5010.91
USR09008,LOG09008,DEV09008,M00338,Vivek Verma,58,Male,06-11-2020,Aurangabad,882.32
USR09009,LOG09009,DEV09009,M00021,Pooja Shah,42,Female,29-12-2024,Tiruchirappalli,1531.8
USR09010,LOG09010,DEV09010,M00296,Kunal Vora,58,Female,15-05-2025,Tiruchirappalli,2328.09
USR09011,LOG09011,DEV09011,M00362,Raj Desai,31,Male,01-08-2023,Bareilly,5758.98
USR09012,LOG09012,DEV09012,M00068,Sonam Malviya,65,Female,22-07-2025,Indore,9815.68
USR09013,LOG09013,DEV09013,M00376,Kunal Kumar,75,Female,20-06-2023,Pune,3948.25
USR09014,LOG09014,DEV09014,M00055,Jaya Roy,43,Female,21-08-2023,Jalandhar,1426.53
USR09015,LOG09015,DEV09015,M00328,Madhuri Srivastava,89,Female,24-07-2024,Ahmedabad,3909.28
USR09016,LOG09016,DEV09016,M00062,Riya Roy,84,Female,08-04-2023,Madurai,9828.21
USR09017,LOG09017,DEV09017,M00444,Asha Malhotra,77,Female,19-12-2025,Aligarh,8028.77
USR09018,LOG09018,DEV09018,M00014,Sakshi Tiwari,25,Female,11-11-2025,Chennai,4649.7
USR09019,LOG09019,DEV09019,M00293,Shalini Sen,57,Female,28-03-2022,Jodhpur,3698.07
USR09020,LOG09020,DEV09020,M00347,Madhuri Kapoor,33,Female,02-04-2023,Surat,4298.51
USR09021,LOG09021,DEV09021,M00491,Simran Gandhi,61,Female,17-01-2021,Aligarh,2350.89
USR09022,LOG09022,DEV09022,M00474,Vikas Varma,41,Male,11-07-2022,Guwahati,5782.4
USR09023,LOG09023,DEV09023,M00333,Amit Mehta,81,Male,18-05-2021,Jaipur,2339.23
USR09024,LOG09024,DEV09024,M00255,Varun Nair,50,Male,22-11-2023,Delhi,3676.81
USR09025,LOG09025,DEV09025,M00313,Arjun Bose,44,Male,24-04-2024,Bhubaneswar,8454.3
USR09026,LOG09026,DEV09026,M00247,Ashwjeet Mishra,34,Male,10-03-2025,Mysore,3957.84
USR09027,LOG09027,DEV09027,M00416,Tarun Srivastava,73,Male,10-07-2022,Ludhiana,6437.33
USR09028,LOG09028,DEV09028,M00358,Pallavi Kapoor,47,Female,20-02-2020,Indore,6532.61
USR09029,LOG09029,DEV09029,M00077,Sonam Malviya,38,Female,29-10-2025,Coimbatore,4147.09
USR09030,LOG09030,DEV09030,M00295,Harsh Mishra,65,Male,27-06-2020,Ranchi,2640.82
USR09031,LOG09031,DEV09031,M00107,Raj Vora,88,Male,14-02-2021,Kanpur,3374.94
USR09032,LOG09032,DEV09032,M00390,Anjali Bose,56,Female,28-06-2025,Nagpur,8744.7
USR09033,LOG09033,DEV09033,M00113,Manish Jain,35,Male,02-12-2020,Bangalore,2082.39
USR09034,LOG09034,DEV09034,M00143,Yash Iyer,57,Male,13-03-2021,Chennai,3987.74
USR09035,LOG09035,DEV09035,M00203,Rekha Vora,79,Female,24-08-2024,Vasai-Virar,9092.54
USR09036,LOG09036,DEV09036,M00055,Nisha Roy,21,Female,21-12-2021,Navi Mumbai,4220.32
USR09037,LOG09037,DEV09037,M00020,Ajay Naidu,81,Male,24-06-2024,Jabalpur,7277
USR09038,LOG09038,DEV09038,M00220,Sanjay Modi,23,Male,18-10-2024,Bareilly,5917.73
USR09039,LOG09039,DEV09039,M00499,Ashwjeet Bose,22,Male,22-11-2020,Kolkata,1906.05
USR09040,LOG09040,DEV09040,M00246,Rohan Gandhi,88,Male,01-06-2021,Nashik,8576.57
USR09041,LOG09041,DEV09041,M00325,Kunal Ghosh,66,Female,24-08-2022,Vasai-Virar,884.66
USR09042,LOG09042,DEV09042,M00344,Kiran Joshi,44,Female,26-12-2021,Vasai-Virar,1945.13
USR09043,LOG09043,DEV09043,M00080,Varun Mukherjee,44,Male,03-01-2020,Lucknow,7640.04
USR09044,LOG09044,DEV09044,M00059,Raj Shah,54,Male,31-03-2024,Pimpri-Chinchwad,3770.22
USR09045,LOG09045,DEV09045,M00464,Neelam Khandelwal,66,Female,17-01-2023,Thane,3070.46
USR09046,LOG09046,DEV09046,M00281,Ajay Joshi,66,Male,30-07-2020,Kota,2760.51
USR09047,LOG09047,DEV09047,M00348,Manish Mukherjee,50,Male,13-02-2021,Vijayawada,7067.28
USR09048,LOG09048,DEV09048,M00247,Manish Bhargava,37,Male,29-08-2023,Mira-Bhayandar,7857.06
USR09049,LOG09049,DEV09049,M00315,Aditya Mukherjee,84,Male,30-01-2021,Nagpur,8397.41
USR09050,LOG09050,DEV09050,M00452,Varun Dongare,56,Male,08-07-2021,Aurangabad,6642.92
USR09051,LOG09051,DEV09051,M00498,Nisha Khandelwal,69,Female,16-03-2023,Kalyan-Dombivli,2605.98
USR09052,LOG09052,DEV09052,M00236,Radhika Kapoor,59,Female,31-01-2020,Pimpri-Chinchwad,1876.88
USR09053,LOG09053,DEV09053,M00398,Ashwjeet Kapoor,51,Male,29-07-2024,Mumbai,7768.25
USR09054,LOG09054,DEV09054,M00176,Kunal Sen,80,Female,28-05-2021,Kanpur,6432.15
USR09055,LOG09055,DEV09055,M00186,Kiran Bhatt,89,Female,29-06-2022,Solapur,9360.43
USR09056,LOG09056,DEV09056,M00284,Neha Reddy,47,Female,17-11-2025,Guwahati,2835.42
USR09057,LOG09057,DEV09057,M00477,Ajay Banerjee,62,Male,11-03-2025,Kanpur,2495.66
USR09058,LOG09058,DEV09058,M00030,Aarav Banerjee,60,Male,02-04-2025,Solapur,8463.13
USR09059,LOG09059,DEV09059,M00164,Sanjay Varma,60,Male,28-01-2020,Mumbai,8808.91
USR09060,LOG09060,DEV09060,M00198,Sakshi Dongare,46,Female,26-11-2022,Rajkot,7314.96
USR09061,LOG09061,DEV09061,M00067,Siddharth Das,40,Male,06-10-2020,Bhopal,1830.74
